2025-11-28 21:28:56,014 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2026-01-05 23:38:20,678 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2026-01-05 23:38:21,540 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2026-01-05 23:38:22,401 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2026-01-05 23:38:23,256 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2026-01-05 23:38:24,126 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2026-01-05 23:38:24,984 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2026-01-05 23:38:25,921 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2026-01-05 23:38:26,773 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2026-01-05 23:38:27,629 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2026-01-05 23:38:28,494 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2026-01-05 23:45:19,493 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2026-01-05 23:45:20,436 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2026-01-05 23:45:21,290 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2026-01-05 23:45:22,150 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2026-01-05 23:45:23,004 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2026-01-05 23:45:23,849 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2026-01-05 23:45:24,712 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2026-01-05 23:45:25,559 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2026-01-05 23:45:26,414 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2026-01-05 23:45:27,277 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2026-01-05 23:45:28,138 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2026-01-05 23:45:28,999 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2026-01-05 23:45:29,855 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2026-01-05 23:45:30,705 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2026-01-05 23:45:31,560 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2026-01-05 23:45:32,417 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2026-01-05 23:45:33,264 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2026-01-05 23:45:34,114 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2026-01-05 23:45:34,959 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2026-01-05 23:45:35,823 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2026-01-05 23:45:36,677 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2026-01-05 23:45:37,524 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2026-01-05 23:45:38,380 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2026-01-05 23:45:39,234 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2026-01-05 23:45:40,091 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2026-01-05 23:45:40,944 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2026-01-05 23:45:41,790 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2026-01-05 23:45:42,647 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2026-01-05 23:45:43,506 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2026-01-05 23:45:44,366 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2026-01-05 23:45:45,218 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2026-01-05 23:45:46,081 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2026-01-05 23:45:46,937 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2026-01-05 23:45:47,795 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2026-01-05 23:45:48,647 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2026-01-05 23:45:49,498 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2026-01-05 23:45:50,432 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2026-01-05 23:45:51,285 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2026-01-05 23:45:52,137 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2026-01-05 23:45:52,994 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2026-01-05 23:54:20,574 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2026-01-05 23:54:21,494 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2026-01-05 23:54:22,330 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2026-01-05 23:54:23,161 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2026-01-06 00:26:32,682 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2026-01-06 00:26:33,773 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2026-01-06 00:26:34,634 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2026-01-06 00:26:35,487 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2026-01-06 00:26:36,342 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2026-01-06 00:26:37,193 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2026-01-06 00:26:38,050 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2026-01-06 00:26:38,902 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2026-01-06 00:26:39,765 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2026-01-06 00:26:40,613 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2026-01-06 00:26:41,467 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2026-01-06 00:26:42,319 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2026-01-06 00:26:43,168 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2026-01-06 00:26:44,030 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2026-01-06 00:26:44,889 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2026-01-06 00:26:45,747 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2026-01-06 00:26:46,609 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2026-01-06 00:26:47,466 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2026-01-06 00:26:48,321 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2026-01-06 00:26:49,178 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2026-01-06 00:26:50,029 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2026-01-06 00:26:50,881 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2026-01-06 00:26:51,736 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2026-01-06 00:26:52,587 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2026-01-06 00:26:53,443 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2026-01-06 00:26:54,291 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2026-01-06 00:26:55,144 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2026-01-06 00:26:56,004 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2026-01-06 00:26:56,860 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2026-01-06 00:26:57,708 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2026-01-06 00:26:58,562 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2026-01-06 00:26:59,407 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2026-01-06 00:27:00,263 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2026-01-06 00:27:01,099 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2026-01-06 00:27:01,933 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2026-01-06 00:27:02,764 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2026-01-06 00:27:03,691 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2026-01-06 00:27:04,531 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2026-01-06 00:27:05,374 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2026-01-06 00:27:06,209 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2026-01-06 00:27:23,631 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2026-01-06 00:27:24,471 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2026-01-06 00:27:25,334 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2026-01-06 00:27:26,172 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2026-01-06 00:27:27,005 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2026-01-06 00:27:27,838 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2026-01-06 00:27:28,679 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2026-01-06 00:27:29,521 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2026-01-06 00:27:30,352 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2026-01-06 00:27:31,186 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2026-01-06 00:27:32,025 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2026-01-06 00:27:32,861 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2026-01-06 00:27:33,693 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2026-01-06 00:27:34,532 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2026-01-06 00:27:35,367 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2026-01-06 00:27:36,210 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2026-01-06 00:27:37,052 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2026-01-06 00:27:37,886 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2026-01-06 00:27:38,724 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2026-01-06 00:27:39,566 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2026-01-06 00:27:40,398 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2026-01-06 00:27:41,238 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2026-01-06 00:27:42,082 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2026-01-06 00:27:42,909 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2026-01-06 00:27:43,739 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2026-01-06 00:27:44,574 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2026-01-06 00:27:45,409 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2026-01-06 00:27:46,244 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2026-01-06 00:27:47,088 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2026-01-06 00:27:47,916 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2026-01-06 00:27:48,753 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2026-01-06 00:27:49,589 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2026-01-06 00:27:50,429 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2026-01-06 00:27:51,265 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2026-01-06 00:27:52,100 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2026-01-06 00:27:52,932 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2026-01-06 00:27:53,773 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2026-01-06 00:27:54,607 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2026-01-06 00:27:55,449 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2026-01-06 00:27:56,283 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2026-01-06 00:41:12,010 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2026-01-06 00:41:12,941 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2026-01-06 00:41:13,773 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2026-01-06 00:41:14,616 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2026-01-06 00:41:15,454 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2026-01-06 00:41:16,286 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2026-01-06 00:41:17,117 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2026-01-06 00:41:17,959 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2026-01-06 00:41:18,803 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2026-01-06 00:41:19,632 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2026-01-06 00:41:20,640 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2026-01-06 00:41:21,470 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2026-01-06 00:41:22,413 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2026-01-06 00:41:23,248 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2026-01-06 00:41:24,091 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2026-01-06 00:41:25,030 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2026-01-06 00:41:25,868 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2026-01-06 00:41:26,707 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2026-01-06 00:41:27,535 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2026-01-06 00:41:28,364 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2026-01-06 00:41:29,206 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2026-01-06 00:41:30,045 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2026-01-06 00:41:30,886 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2026-01-06 00:41:31,720 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2026-01-06 00:41:32,560 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2026-01-06 00:41:33,394 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2026-01-06 00:41:34,234 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2026-01-06 00:41:35,070 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2026-01-06 00:41:35,901 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2026-01-06 00:41:36,738 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2026-01-06 00:41:37,576 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2026-01-06 00:41:38,413 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2026-01-06 00:41:39,254 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2026-01-06 00:41:40,092 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2026-01-06 00:41:40,928 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2026-01-06 00:41:41,761 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2026-01-06 00:41:42,677 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
